recnr,lastname,origin,source
1650,Tanaka,african-american,https://www.names.org/lists/by-origin/african/
1651,Goodluck,swahili ,https://www.names.org/lists/by-origin/swahili/
1652,Reef,english,https://www.names.org/lists/by-origin/english/
1653,Yusuf,arabic,https://www.names.org/lists/by-origin/arabic/
1654,Kargbo,african,https://www.names.org/lists/by-origin/african/
1655,Faris,arabic,https://www.names.org/lists/by-origin/arabic/
1656,Kendall,english,https://www.names.org/lists/by-origin/english/
1657,Enama,xhosa,https://www.names.org/lists/by-origin/xhosa/
1658,Winnette,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1659,Coleman,english,https://www.names.org/lists/by-origin/english/
1660,Malat,amharic,https://www.names.org/lists/by-origin/amharic/
1661,Ngor,amharic,https://www.names.org/lists/by-origin/amharic/
1662,Russell,english,https://www.names.org/lists/by-origin/english/
1663,Okafor,igbo,https://www.names.org/lists/by-origin/igbo/
1664,Dinga,xhosa,https://www.names.org/lists/by-origin/xhosa/
1665,Ivory,african-american,https://www.names.org/lists/by-origin/african/
1666,Mambo,swahili ,https://www.names.org/lists/by-origin/swahili/
1667,Zaid,arabic,https://www.names.org/lists/by-origin/arabic/
1668,Brouk,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1669,Mason,english,https://www.names.org/lists/by-origin/english/
1670,Peyton,english,https://www.names.org/lists/by-origin/english/
1671,Idoko,igbo,https://www.names.org/lists/by-origin/igbo/
1672,Rogers,english,https://www.names.org/lists/by-origin/english/
1673,Irakoze,swahili ,https://www.names.org/lists/by-origin/swahili/
1674,Harris,english,https://www.names.org/lists/by-origin/english/
1675,Varan,arabic,https://www.names.org/lists/by-origin/arabic/
1676,Riekert,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1677,Allen,english,https://www.names.org/lists/by-origin/english/
1678,Ramil,arabic,https://www.names.org/lists/by-origin/arabic/
1679,Beene,african-american,https://www.names.org/lists/by-origin/african/
1680,Onyango,swahili ,https://www.names.org/lists/by-origin/swahili/
1681,Divan,african,https://www.names.org/lists/by-origin/african/
1682,Paulus,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1683,Yuran,african,https://www.names.org/lists/by-origin/african/
1684,Agbabiaka,yoruba,https://www.names.org/lists/by-origin/yoruba/
1685,Simplice,swahili ,https://www.names.org/lists/by-origin/swahili/
1686,Taleen,arabic,https://www.names.org/lists/by-origin/arabic/
1687,Bakari,swahili ,https://www.names.org/lists/by-origin/swahili/
1688,Hendricks,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1689,Keron,english,https://www.names.org/lists/by-origin/english/
1690,Phiri,xhosa,https://www.names.org/lists/by-origin/xhosa/
1691,Nikora,english,https://www.names.org/lists/by-origin/english/
1692,Solin,arabic,https://www.names.org/lists/by-origin/arabic/
1693,Kolawole,yoruba,https://www.names.org/lists/by-origin/yoruba/
1694,Okoro,igbo,https://www.names.org/lists/by-origin/igbo/
1695,Jooste,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1696,Udensi,igbo,https://www.names.org/lists/by-origin/igbo/
1697,Rashid,arabic,https://www.names.org/lists/by-origin/arabic/
1698,Ayalew,amharic,https://www.names.org/lists/by-origin/amharic/
1699,Rodas,african-american,https://www.names.org/lists/by-origin/african/
1700,Ketema,amharic,https://www.names.org/lists/by-origin/amharic/
1701,Said,arabic,https://www.names.org/lists/by-origin/arabic/
1702,Landon,english,https://www.names.org/lists/by-origin/english/
1703,Koot,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1704,Sena,amharic,https://www.names.org/lists/by-origin/amharic/
1705,Coetzee,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1706,Gillian,english,https://www.names.org/lists/by-origin/english/
1707,Alpi,arabic,https://www.names.org/lists/by-origin/arabic/
1708,Ayra,arabic,https://www.names.org/lists/by-origin/arabic/
1709,Sias,african-american,https://www.names.org/lists/by-origin/african/
1710,Kopa,swahili ,https://www.names.org/lists/by-origin/swahili/
1711,Jalloh,yoruba,https://www.names.org/lists/by-origin/yoruba/
1712,Botha,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1713,Ore,yoruba,https://www.names.org/lists/by-origin/yoruba/
1714,Heran,african,https://www.names.org/lists/by-origin/african/
1715,Mekonen,amharic,https://www.names.org/lists/by-origin/amharic/
1716,Oni,yoruba,https://www.names.org/lists/by-origin/yoruba/
1717,Sesay,african,https://www.names.org/lists/by-origin/african/
1718,Farhan,arabic,https://www.names.org/lists/by-origin/arabic/
1719,Porter,english,https://www.names.org/lists/by-origin/english/
1720,Poppy,english,https://www.names.org/lists/by-origin/english/
1721,Kollie,african,https://www.names.org/lists/by-origin/african/
1722,Yara,arabic,https://www.names.org/lists/by-origin/arabic/
1723,Sannoh,yoruba,https://www.names.org/lists/by-origin/yoruba/
1724,Chike,igbo,https://www.names.org/lists/by-origin/igbo/
1725,Dorcy,swahili ,https://www.names.org/lists/by-origin/swahili/
1726,Uzor,igbo,https://www.names.org/lists/by-origin/igbo/
1727,Lezan,arabic,https://www.names.org/lists/by-origin/arabic/
1728,Macala,xhosa,https://www.names.org/lists/by-origin/xhosa/
1729,Cox,english,https://www.names.org/lists/by-origin/english/
1730,Ange,swahili ,https://www.names.org/lists/by-origin/swahili/
1731,Shelby,english,https://www.names.org/lists/by-origin/english/
1732,Ayodeji,african,https://www.names.org/lists/by-origin/african/
1733,Bankole,yoruba,https://www.names.org/lists/by-origin/yoruba/
1734,Pretorius,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1735,Hancy,swahili ,https://www.names.org/lists/by-origin/swahili/
1736,Okolie,igbo,https://www.names.org/lists/by-origin/igbo/
1737,Haben,amharic,https://www.names.org/lists/by-origin/amharic/
1738,Anderline,igbo,https://www.names.org/lists/by-origin/igbo/
1739,Anda,xhosa,https://www.names.org/lists/by-origin/xhosa/
1740,Lwanga,xhosa,https://www.names.org/lists/by-origin/xhosa/
1741,Ogunyemi,yoruba,https://www.names.org/lists/by-origin/yoruba/
1742,Lovan,arabic,https://www.names.org/lists/by-origin/arabic/
1743,Tiffany,english,https://www.names.org/lists/by-origin/english/
1744,Uyema,xhosa,https://www.names.org/lists/by-origin/xhosa/
