recnr,firstname,sex,origin,source
387,Magano,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
388,Zahra,female,arabic,https://www.names.org/lists/by-origin/arabic/
389,Ndege,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
390,Bora,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
391,Lebbie,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
392,Annakay,female,english,https://www.names.org/lists/by-origin/english/
393,Liliose,female,swahili ,https://www.names.org/lists/by-origin/swahili/
394,Eduige,male,swahili ,https://www.names.org/lists/by-origin/swahili/
395,Oreoluwa,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
396,Asive,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
397,Alexander,male,english,https://www.names.org/lists/by-origin/english/
398,Isa,male,arabic,https://www.names.org/lists/by-origin/arabic/
399,Nelisa,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
400,Shawayne,male,english,https://www.names.org/lists/by-origin/english/
401,Chuku,male,igbo,https://www.names.org/lists/by-origin/igbo/
402,Akeem,male,african-american,https://www.names.org/lists/by-origin/african/
403,Angani,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
404,Imka,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
405,Aletta,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
406,Irvin,male,arabic,https://www.names.org/lists/by-origin/arabic/
407,Yewande ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
408,Ziora,female,igbo,https://www.names.org/lists/by-origin/igbo/
409,Ope,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
410,Jatta,female,african,https://www.names.org/lists/by-origin/african/
411,Philisa,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
412,Seray,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
413,Kelia,female,swahili ,https://www.names.org/lists/by-origin/swahili/
414,Nnenna,female,igbo,https://www.names.org/lists/by-origin/igbo/
415,Chioma,female,igbo,https://www.names.org/lists/by-origin/igbo/
416,Jambo,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
417,Monja,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
418,Fadhili,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
419,Sydney,female,english,https://www.names.org/lists/by-origin/english/
420,Kiongozi,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
421,Ojo,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
422,Nya,female,swahili ,https://www.names.org/lists/by-origin/swahili/
423,Delisa,female,african,https://www.names.org/lists/by-origin/african/
424,Eyosias,male,african,https://www.names.org/lists/by-origin/african/
425,Onyedikachi,male,igbo,https://www.names.org/lists/by-origin/igbo/
426,Bomani,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
427,Tsega,female,amharic,https://www.names.org/lists/by-origin/amharic/
428,Jacobus,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
429,Jabira ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
430,Imani ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
431,Tolo,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
432,Delav,male,arabic,https://www.names.org/lists/by-origin/arabic/
433,Togba,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
434,Dunia,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
435,Evana,female,amharic,https://www.names.org/lists/by-origin/amharic/
436,Nneoma,female,igbo,https://www.names.org/lists/by-origin/igbo/
437,Chizitelu,female,igbo,https://www.names.org/lists/by-origin/igbo/
438,Kevaughn,male,english,https://www.names.org/lists/by-origin/english/
439,Kiboko,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
440,Ian,male,english,https://www.names.org/lists/by-origin/english/
441,Tawanda,female,african,https://www.names.org/lists/by-origin/african/
442,Marwen,male,arabic,https://www.names.org/lists/by-origin/arabic/
443,Marquavious,male,swahili ,https://www.names.org/lists/by-origin/swahili/
444,Shaquille,male,arabic,https://www.names.org/lists/by-origin/arabic/
445,Mugisha,male,swahili ,https://www.names.org/lists/by-origin/swahili/
446,Doris,female,english,https://www.names.org/lists/by-origin/english/
447,Kai,male,english,https://www.names.org/lists/by-origin/english/
448,Daisi,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
449,Lianie,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
450,Joan,female,english,https://www.names.org/lists/by-origin/english/
451,Lily,female,english,https://www.names.org/lists/by-origin/english/
452,Kahawa,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
453,Kiara,female,english,https://www.names.org/lists/by-origin/english/
454,Ekene,male,igbo,https://www.names.org/lists/by-origin/igbo/
455,Alaa,male,amharic,https://www.names.org/lists/by-origin/amharic/
456,Caleb,male,english,https://www.names.org/lists/by-origin/english/
457,Khalil,male,arabic,https://www.names.org/lists/by-origin/arabic/
458,Oni,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
459,Jahbari,male,swahili ,https://www.names.org/lists/by-origin/swahili/
460,Mmunga,male,swahili ,https://www.names.org/lists/by-origin/swahili/
461,Taji ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
462,Olivia,female,english,https://www.names.org/lists/by-origin/english/
463,Chibuikem,male,igbo,https://www.names.org/lists/by-origin/igbo/
464,Moyo,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
465,Zaire,male,african-american,https://www.names.org/lists/by-origin/african/
466,Ghaidaa ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
467,Oluwatoyin,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
468,Yasmina ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
469,Letago,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
470,Michael,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
471,Dylan,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
472,Alora,female,african,https://www.names.org/lists/by-origin/african/
473,Hassan,male,arabic,https://www.names.org/lists/by-origin/arabic/
474,Anelisa,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
475,Katherine,female,english,https://www.names.org/lists/by-origin/english/
476,Piga ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
477,Clenie,female,swahili ,https://www.names.org/lists/by-origin/swahili/
478,Lezanne,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
479,Ghida,female,arabic,https://www.names.org/lists/by-origin/arabic/
480,Nyah,female,african,https://www.names.org/lists/by-origin/african/
481,Anisa,female,arabic,https://www.names.org/lists/by-origin/arabic/
482,Tyriq,male,african,https://www.names.org/lists/by-origin/african/
483,Imara ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
484,Shenelle,female,english,https://www.names.org/lists/by-origin/english/
485,Mahder,female,amharic,https://www.names.org/lists/by-origin/amharic/
486,Kangethe,male,swahili ,https://www.names.org/lists/by-origin/swahili/
487,Chidera,male,african,https://www.names.org/lists/by-origin/african/
488,Jaden,male,english,https://www.names.org/lists/by-origin/english/
489,Sekani,male,african,https://www.names.org/lists/by-origin/african/
490,Anjolaoluwa,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
491,Aaliyah,female,arabic,https://www.names.org/lists/by-origin/arabic/
492,Naledi,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
493,Olasunkanmi,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
494,Rondell,male,african-american,https://www.names.org/lists/by-origin/african/
495,Mackline,female,swahili ,https://www.names.org/lists/by-origin/swahili/
496,Luyanda,female,african,https://www.names.org/lists/by-origin/african/
497,Ajanaku,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
498,Tumaini,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
499,Rafiki,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
500,Deeqa,female,arabic,https://www.names.org/lists/by-origin/arabic/
501,Raha ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
502,Kevin,male,swahili ,https://www.names.org/lists/by-origin/swahili/
503,Rovan,male,arabic,https://www.names.org/lists/by-origin/arabic/
504,Shaun,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
505,Ziane,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
506,Shemar,male,english,https://www.names.org/lists/by-origin/english/
507,Inam,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
508,Tinsae,male,amharic,https://www.names.org/lists/by-origin/amharic/
509,Anitha,female,swahili ,https://www.names.org/lists/by-origin/swahili/
510,Elom,male,amharic,https://www.names.org/lists/by-origin/amharic/
511,Amnen,male,amharic,https://www.names.org/lists/by-origin/amharic/
512,Amen,female,amharic,https://www.names.org/lists/by-origin/amharic/
513,Sakariye,male,african,https://www.names.org/lists/by-origin/african/
514,Khiryn,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
515,Genet,female,amharic,https://www.names.org/lists/by-origin/amharic/
516,Ghubari,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
517,Kenechi,male,igbo,https://www.names.org/lists/by-origin/igbo/
518,Yostina,female,african,https://www.names.org/lists/by-origin/african/
519,Zineb,female,arabic,https://www.names.org/lists/by-origin/arabic/
520,Gebreyesus,male,amharic,https://www.names.org/lists/by-origin/amharic/
521,Dunia ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
522,Samuel,male,amharic,https://www.names.org/lists/by-origin/amharic/
523,Kamani,female,swahili ,https://www.names.org/lists/by-origin/swahili/
524,Amin,male,arabic,https://www.names.org/lists/by-origin/arabic/
525,Brittanya,female,african,https://www.names.org/lists/by-origin/african/
526,Ackson,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
527,Chane,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
528,Vidya ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
529,Lisimba,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
530,Donatha,female,swahili ,https://www.names.org/lists/by-origin/swahili/
531,Limau,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
532,Robinique,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
533,Kamsiyochi,female,igbo,https://www.names.org/lists/by-origin/igbo/
534,Etia,female,swahili ,https://www.names.org/lists/by-origin/swahili/
535,Sahand,male,arabic,https://www.names.org/lists/by-origin/arabic/
536,Mwanza,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
537,Thandiwe,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
538,Jomo,male,swahili ,https://www.names.org/lists/by-origin/swahili/
539,Monique,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
540,Jameel,male,arabic,https://www.names.org/lists/by-origin/arabic/
541,Alizeti ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
542,Haboon,female,arabic,https://www.names.org/lists/by-origin/arabic/
543,Zhila,female,arabic,https://www.names.org/lists/by-origin/arabic/
544,Ajabu,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
545,Mijah,male,african,https://www.names.org/lists/by-origin/african/
546,Zinachimdi,female,igbo,https://www.names.org/lists/by-origin/igbo/
547,Gabi,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
548,Ogechi ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
549,Layla ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
550,Katika,female,swahili ,https://www.names.org/lists/by-origin/swahili/
551,Kellia,female,swahili ,https://www.names.org/lists/by-origin/swahili/
552,Fred,male,english,https://www.names.org/lists/by-origin/english/
553,Selamawit,female,amharic,https://www.names.org/lists/by-origin/amharic/
554,Morlai,male,african,https://www.names.org/lists/by-origin/african/
555,Chukwubuikem,male,igbo,https://www.names.org/lists/by-origin/igbo/
556,Dehan,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
557,Mengistu,male,amharic,https://www.names.org/lists/by-origin/amharic/
558,Marcus,male,english,https://www.names.org/lists/by-origin/english/
559,Chapati,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
560,Laini ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
561,Hydara,male,african,https://www.names.org/lists/by-origin/african/
562,Dominion,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
563,Kamari,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
564,Naude,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
565,Leul,male,amharic,https://www.names.org/lists/by-origin/amharic/
566,Ojukwu,female,igbo,https://www.names.org/lists/by-origin/igbo/
567,Ayan,male,arabic,https://www.names.org/lists/by-origin/arabic/
568,Oluwatamilore,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
569,Elysee,male,swahili ,https://www.names.org/lists/by-origin/swahili/
570,Linka,female,swahili ,https://www.names.org/lists/by-origin/swahili/
571,Tobenna,male,igbo,https://www.names.org/lists/by-origin/igbo/
572,Sana,female,arabic,https://www.names.org/lists/by-origin/arabic/
573,Bhele,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
574,Reydel,female,arabic,https://www.names.org/lists/by-origin/arabic/
575,Raha,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
576,Altus,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
577,Dedre,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
578,Nyana,female,swahili ,https://www.names.org/lists/by-origin/swahili/
579,Precious,female,igbo,https://www.names.org/lists/by-origin/igbo/
580,Rebecca,female,english,https://www.names.org/lists/by-origin/english/
581,Rewina,male,amharic,https://www.names.org/lists/by-origin/amharic/
582,Bertus,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
583,Tayo,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
584,Decontee,female,african,https://www.names.org/lists/by-origin/african/
585,Badru,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
586,Roho,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
587,Tamika ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
588,Osman,male,arabic,https://www.names.org/lists/by-origin/arabic/
589,Osinachi,female,african,https://www.names.org/lists/by-origin/african/
590,Shammah,male,swahili ,https://www.names.org/lists/by-origin/swahili/
591,Okereke,female,igbo,https://www.names.org/lists/by-origin/igbo/
